;Unnamed: 0;frequenc;isced11;sex;age;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG;frequenc_simplified
93966;93966;Every week;Tertiary education (levels 5-8);Males;65 years or over;Lithuania;2019;19.8;;Frequent drinkers
93967;93967;Every week;Tertiary education (levels 5-8);Males;65 years or over;Luxembourg;2014;49.1;;Frequent drinkers
93968;93968;Every week;Tertiary education (levels 5-8);Males;65 years or over;Luxembourg;2019;45.4;;Frequent drinkers
93969;93969;Every week;Tertiary education (levels 5-8);Males;65 years or over;Latvia;2014;12.7;;Frequent drinkers
93970;93970;Every week;Tertiary education (levels 5-8);Males;65 years or over;Latvia;2019;17.7;;Frequent drinkers
93971;93971;Every week;Tertiary education (levels 5-8);Males;65 years or over;Malta;2014;29.8;u;Frequent drinkers
93972;93972;Every week;Tertiary education (levels 5-8);Males;65 years or over;Malta;2019;20.1;;Frequent drinkers
93973;93973;Every week;Tertiary education (levels 5-8);Males;65 years or over;Netherlands;2019;42.8;;Frequent drinkers
93974;93974;Every week;Tertiary education (levels 5-8);Males;65 years or over;Norway;2014;45.7;;Frequent drinkers
93975;93975;Every week;Tertiary education (levels 5-8);Males;65 years or over;Norway;2019;65.2;;Frequent drinkers
93976;93976;Every week;Tertiary education (levels 5-8);Males;65 years or over;Poland;2014;21.0;;Frequent drinkers
93977;93977;Every week;Tertiary education (levels 5-8);Males;65 years or over;Poland;2019;19.4;;Frequent drinkers
93978;93978;Every week;Tertiary education (levels 5-8);Males;65 years or over;Portugal;2014;24.7;;Frequent drinkers
93979;93979;Every week;Tertiary education (levels 5-8);Males;65 years or over;Portugal;2019;35.5;;Frequent drinkers
93980;93980;Every week;Tertiary education (levels 5-8);Males;65 years or over;Romania;2014;15.8;;Frequent drinkers
93981;93981;Every week;Tertiary education (levels 5-8);Males;65 years or over;Romania;2019;18.6;;Frequent drinkers
93982;93982;Every week;Tertiary education (levels 5-8);Males;65 years or over;Serbia;2019;20.9;u;Frequent drinkers
93983;93983;Every week;Tertiary education (levels 5-8);Males;65 years or over;Sweden;2014;53.8;;Frequent drinkers
93984;93984;Every week;Tertiary education (levels 5-8);Males;65 years or over;Sweden;2019;52.3;;Frequent drinkers
93985;93985;Every week;Tertiary education (levels 5-8);Males;65 years or over;Slovenia;2014;36.2;;Frequent drinkers
93986;93986;Every week;Tertiary education (levels 5-8);Males;65 years or over;Slovenia;2019;27.3;;Frequent drinkers
93987;93987;Every week;Tertiary education (levels 5-8);Males;65 years or over;Slovakia;2014;22.0;;Frequent drinkers
93988;93988;Every week;Tertiary education (levels 5-8);Males;65 years or over;Slovakia;2019;37.6;;Frequent drinkers
93989;93989;Every week;Tertiary education (levels 5-8);Males;65 years or over;Türkiye;2014;2.3;;Frequent drinkers
93990;93990;Every week;Tertiary education (levels 5-8);Males;65 years or over;Türkiye;2019;8.8;;Frequent drinkers
93991;93991;Every week;Tertiary education (levels 5-8);Males;65 years or over;United Kingdom;2014;51.3;;Frequent drinkers
94177;94177;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Austria;2014;35.2;;Frequent drinkers
94178;94178;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Austria;2019;39.5;;Frequent drinkers
94179;94179;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Belgium;2014;49.0;;Frequent drinkers
94180;94180;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Belgium;2019;42.0;u;Frequent drinkers
94182;94182;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Bulgaria;2019;23.2;u;Frequent drinkers
94183;94183;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Cyprus;2014;26.3;;Frequent drinkers
94184;94184;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Cyprus;2019;15.5;;Frequent drinkers
94185;94185;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Czechia;2014;54.8;u;Frequent drinkers
94186;94186;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Czechia;2019;21.8;u;Frequent drinkers
94187;94187;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Germany;2014;52.7;;Frequent drinkers
94188;94188;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Germany;2019;40.4;;Frequent drinkers
94189;94189;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Denmark;2014;28.0;;Frequent drinkers
94190;94190;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Denmark;2019;41.6;;Frequent drinkers
94191;94191;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Estonia;2014;24.8;u;Frequent drinkers
94192;94192;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Estonia;2019;32.0;u;Frequent drinkers
94193;94193;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Greece;2014;44.6;u;Frequent drinkers
94194;94194;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Greece;2019;35.8;;Frequent drinkers
94195;94195;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Spain;2014;36.9;;Frequent drinkers
94196;94196;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Spain;2019;31.5;;Frequent drinkers
94200;94200;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Finland;2014;34.6;;Frequent drinkers
94201;94201;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;France;2019;37.1;;Frequent drinkers
94202;94202;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Croatia;2014;6.5;u;Frequent drinkers
94203;94203;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Croatia;2019;13.3;u;Frequent drinkers
94204;94204;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Hungary;2014;20.6;u;Frequent drinkers
94205;94205;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Hungary;2019;37.8;u;Frequent drinkers
94206;94206;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Ireland;2014;44.4;u;Frequent drinkers
94207;94207;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Ireland;2019;40.5;;Frequent drinkers
94212;94212;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Lithuania;2014;10.2;;Frequent drinkers
94213;94213;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Lithuania;2019;21.3;;Frequent drinkers
94214;94214;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Luxembourg;2014;48.6;;Frequent drinkers
94215;94215;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Luxembourg;2019;48.1;;Frequent drinkers
94216;94216;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Latvia;2014;16.6;;Frequent drinkers
94217;94217;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Latvia;2019;29.5;;Frequent drinkers
94218;94218;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Malta;2014;55.1;;Frequent drinkers
94219;94219;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Malta;2019;39.9;;Frequent drinkers
94220;94220;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Netherlands;2019;73.1;;Frequent drinkers
94221;94221;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Norway;2014;25.9;;Frequent drinkers
94222;94222;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Norway;2019;41.0;;Frequent drinkers
94223;94223;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Poland;2014;20.5;;Frequent drinkers
94224;94224;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Poland;2019;15.2;;Frequent drinkers
94225;94225;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Portugal;2014;28.0;;Frequent drinkers
94226;94226;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Portugal;2019;34.4;;Frequent drinkers
94227;94227;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Romania;2014;4.7;;Frequent drinkers
94228;94228;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Romania;2019;8.3;;Frequent drinkers
94229;94229;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Serbia;2019;21.7;u;Frequent drinkers
94230;94230;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Sweden;2014;48.9;u;Frequent drinkers
94231;94231;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Sweden;2019;29.9;;Frequent drinkers
94232;94232;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Slovenia;2014;27.9;;Frequent drinkers
94233;94233;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Slovenia;2019;28.1;;Frequent drinkers
94234;94234;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Slovakia;2014;16.7;;Frequent drinkers
94235;94235;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Slovakia;2019;10.0;u;Frequent drinkers
94236;94236;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Türkiye;2014;2.6;;Frequent drinkers
94237;94237;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;Türkiye;2019;2.2;;Frequent drinkers
94238;94238;Every week;Tertiary education (levels 5-8);Total;From 15 to 24 years;United Kingdom;2014;42.2;;Frequent drinkers
94640;94640;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Austria;2014;41.3;;Frequent drinkers
94641;94641;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Austria;2019;41.9;;Frequent drinkers
94642;94642;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Belgium;2014;42.5;;Frequent drinkers
94643;94643;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Belgium;2019;50.1;;Frequent drinkers
94644;94644;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Bulgaria;2014;24.7;;Frequent drinkers
94645;94645;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Bulgaria;2019;19.1;;Frequent drinkers
94646;94646;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Cyprus;2014;22.0;;Frequent drinkers
94647;94647;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Cyprus;2019;20.0;;Frequent drinkers
94648;94648;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Czechia;2014;41.7;;Frequent drinkers
94649;94649;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Czechia;2019;38.9;;Frequent drinkers
94650;94650;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Germany;2014;48.1;;Frequent drinkers
94651;94651;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Germany;2019;43.6;;Frequent drinkers
94652;94652;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Denmark;2014;38.5;;Frequent drinkers
94653;94653;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Denmark;2019;34.8;;Frequent drinkers
94654;94654;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Estonia;2014;29.3;;Frequent drinkers
94655;94655;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Estonia;2019;24.6;;Frequent drinkers
94656;94656;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Greece;2014;37.9;;Frequent drinkers
94657;94657;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Greece;2019;34.4;;Frequent drinkers
94658;94658;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Spain;2014;36.9;;Frequent drinkers
94659;94659;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Spain;2019;37.5;;Frequent drinkers
94663;94663;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Finland;2014;33.7;;Frequent drinkers
94664;94664;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;France;2019;48.3;;Frequent drinkers
94665;94665;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Croatia;2014;16.9;;Frequent drinkers
94666;94666;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Croatia;2019;22.8;;Frequent drinkers
94667;94667;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Hungary;2014;21.0;;Frequent drinkers
94668;94668;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Hungary;2019;31.0;;Frequent drinkers
94669;94669;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Ireland;2014;38.6;;Frequent drinkers
94670;94670;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Ireland;2019;40.2;;Frequent drinkers
94671;94671;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Iceland;2014;23.5;;Frequent drinkers
94672;94672;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Iceland;2019;15.9;;Frequent drinkers
94675;94675;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Lithuania;2014;12.3;;Frequent drinkers
94676;94676;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Lithuania;2019;16.6;;Frequent drinkers
94677;94677;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Luxembourg;2014;50.2;;Frequent drinkers
94678;94678;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Luxembourg;2019;47.1;;Frequent drinkers
94679;94679;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Latvia;2014;25.0;;Frequent drinkers
94680;94680;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Latvia;2019;15.5;;Frequent drinkers
94681;94681;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Malta;2014;45.9;;Frequent drinkers
94682;94682;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Malta;2019;44.1;;Frequent drinkers
94683;94683;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Netherlands;2019;64.8;;Frequent drinkers
94684;94684;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Norway;2014;31.7;;Frequent drinkers
94685;94685;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Norway;2019;38.3;;Frequent drinkers
94686;94686;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Poland;2014;23.3;;Frequent drinkers
94687;94687;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Poland;2019;20.5;;Frequent drinkers
94688;94688;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Portugal;2014;27.8;;Frequent drinkers
94689;94689;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Portugal;2019;37.6;;Frequent drinkers
94690;94690;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Romania;2014;11.6;;Frequent drinkers
94691;94691;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Romania;2019;17.1;;Frequent drinkers
94692;94692;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Serbia;2019;17.6;u;Frequent drinkers
94693;94693;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Sweden;2014;38.3;;Frequent drinkers
94694;94694;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Sweden;2019;37.7;;Frequent drinkers
94695;94695;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Slovenia;2014;33.3;;Frequent drinkers
94696;94696;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Slovenia;2019;29.2;;Frequent drinkers
94697;94697;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Slovakia;2014;16.3;;Frequent drinkers
94698;94698;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Slovakia;2019;20.2;;Frequent drinkers
94699;94699;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Türkiye;2014;6.2;;Frequent drinkers
94700;94700;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;Türkiye;2019;5.0;;Frequent drinkers
94701;94701;Every week;Tertiary education (levels 5-8);Total;From 25 to 34 years;United Kingdom;2014;51.6;;Frequent drinkers
94733;94733;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Austria;2014;41.0;;Frequent drinkers
94734;94734;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Austria;2019;45.3;;Frequent drinkers
94735;94735;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Belgium;2014;50.0;;Frequent drinkers
94736;94736;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Belgium;2019;52.7;;Frequent drinkers
94737;94737;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Bulgaria;2014;23.8;;Frequent drinkers
94738;94738;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Bulgaria;2019;28.1;;Frequent drinkers
94739;94739;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Cyprus;2014;21.9;;Frequent drinkers
94740;94740;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Cyprus;2019;22.8;;Frequent drinkers
94741;94741;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Czechia;2014;42.0;;Frequent drinkers
94742;94742;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Czechia;2019;46.6;;Frequent drinkers
94743;94743;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Germany;2014;48.0;;Frequent drinkers
94744;94744;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Germany;2019;42.2;;Frequent drinkers
94745;94745;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Denmark;2014;45.5;;Frequent drinkers
94746;94746;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Denmark;2019;37.3;;Frequent drinkers
94747;94747;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Estonia;2014;26.6;;Frequent drinkers
94748;94748;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Estonia;2019;31.9;;Frequent drinkers
94749;94749;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Greece;2014;31.6;;Frequent drinkers
94750;94750;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Greece;2019;34.8;;Frequent drinkers
94751;94751;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Spain;2014;33.5;;Frequent drinkers
94752;94752;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Spain;2019;35.1;;Frequent drinkers
94756;94756;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Finland;2014;42.9;;Frequent drinkers
94757;94757;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;France;2019;50.0;;Frequent drinkers
94758;94758;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Croatia;2014;24.7;;Frequent drinkers
94759;94759;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Croatia;2019;24.0;;Frequent drinkers
94760;94760;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Hungary;2014;19.3;;Frequent drinkers
94761;94761;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Hungary;2019;25.7;;Frequent drinkers
94762;94762;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Ireland;2014;47.6;;Frequent drinkers
94763;94763;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Ireland;2019;48.4;;Frequent drinkers
94764;94764;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Iceland;2014;24.1;;Frequent drinkers
94765;94765;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Iceland;2019;25.5;;Frequent drinkers
94768;94768;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Lithuania;2014;17.5;;Frequent drinkers
94769;94769;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Lithuania;2019;17.0;;Frequent drinkers
94770;94770;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Luxembourg;2014;52.6;;Frequent drinkers
94771;94771;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Luxembourg;2019;51.3;;Frequent drinkers
94772;94772;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Latvia;2014;20.7;;Frequent drinkers
94773;94773;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Latvia;2019;21.8;;Frequent drinkers
94774;94774;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Malta;2014;38.1;;Frequent drinkers
94775;94775;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Malta;2019;36.2;;Frequent drinkers
94776;94776;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Netherlands;2019;54.0;;Frequent drinkers
94777;94777;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Norway;2014;37.2;;Frequent drinkers
94778;94778;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Norway;2019;39.3;;Frequent drinkers
94779;94779;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Poland;2014;27.1;;Frequent drinkers
94780;94780;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Poland;2019;23.3;;Frequent drinkers
94781;94781;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Portugal;2014;29.7;;Frequent drinkers
94782;94782;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Portugal;2019;30.7;;Frequent drinkers
94783;94783;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Romania;2014;14.2;;Frequent drinkers
94784;94784;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Romania;2019;17.3;;Frequent drinkers
94785;94785;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Serbia;2019;18.3;u;Frequent drinkers
94786;94786;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Sweden;2014;49.7;;Frequent drinkers
94787;94787;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Sweden;2019;39.3;;Frequent drinkers
94788;94788;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Slovenia;2014;37.0;;Frequent drinkers
94789;94789;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Slovenia;2019;27.7;;Frequent drinkers
94790;94790;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Slovakia;2014;22.0;;Frequent drinkers
94791;94791;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Slovakia;2019;20.5;;Frequent drinkers
94792;94792;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Türkiye;2014;4.4;;Frequent drinkers
94793;94793;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;Türkiye;2019;8.7;;Frequent drinkers
94794;94794;Every week;Tertiary education (levels 5-8);Total;From 35 to 44 years;United Kingdom;2014;55.3;;Frequent drinkers
94795;94795;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Austria;2014;46.5;;Frequent drinkers
94796;94796;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Austria;2019;46.7;;Frequent drinkers
94797;94797;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Belgium;2014;46.6;;Frequent drinkers
94798;94798;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Belgium;2019;51.9;;Frequent drinkers
94799;94799;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Bulgaria;2014;24.1;;Frequent drinkers
94800;94800;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Bulgaria;2019;25.5;;Frequent drinkers
94801;94801;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Cyprus;2014;26.1;;Frequent drinkers
94802;94802;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Cyprus;2019;22.9;;Frequent drinkers
94803;94803;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Czechia;2014;44.1;;Frequent drinkers
94804;94804;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Czechia;2019;46.2;;Frequent drinkers
94805;94805;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Germany;2014;53.3;;Frequent drinkers
94806;94806;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Germany;2019;50.8;;Frequent drinkers
94807;94807;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Denmark;2014;57.0;;Frequent drinkers
94808;94808;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Denmark;2019;47.0;;Frequent drinkers
94809;94809;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Estonia;2014;22.2;;Frequent drinkers
94810;94810;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Estonia;2019;27.5;;Frequent drinkers
94811;94811;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Greece;2014;30.1;;Frequent drinkers
94812;94812;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Greece;2019;28.1;;Frequent drinkers
94813;94813;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Spain;2014;33.7;;Frequent drinkers
94814;94814;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Spain;2019;33.1;;Frequent drinkers
94818;94818;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Finland;2014;49.0;;Frequent drinkers
94819;94819;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;France;2019;46.1;;Frequent drinkers
94820;94820;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Croatia;2014;19.5;;Frequent drinkers
94821;94821;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Croatia;2019;16.4;;Frequent drinkers
94822;94822;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Hungary;2014;22.3;;Frequent drinkers
94823;94823;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Hungary;2019;25.1;;Frequent drinkers
94824;94824;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Ireland;2014;59.3;;Frequent drinkers
94825;94825;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Ireland;2019;54.8;;Frequent drinkers
94826;94826;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Iceland;2014;36.2;;Frequent drinkers
94827;94827;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Iceland;2019;30.1;;Frequent drinkers
94830;94830;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Lithuania;2014;12.4;;Frequent drinkers
94831;94831;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Lithuania;2019;14.1;;Frequent drinkers
94832;94832;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Luxembourg;2014;57.7;;Frequent drinkers
94833;94833;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Luxembourg;2019;51.8;;Frequent drinkers
94834;94834;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Latvia;2014;21.0;;Frequent drinkers
94835;94835;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Latvia;2019;18.2;;Frequent drinkers
94836;94836;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Malta;2014;44.5;;Frequent drinkers
94837;94837;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Malta;2019;35.0;;Frequent drinkers
94838;94838;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Netherlands;2019;59.5;;Frequent drinkers
94839;94839;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Norway;2014;44.6;;Frequent drinkers
94840;94840;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Norway;2019;48.1;;Frequent drinkers
94841;94841;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Poland;2014;20.7;;Frequent drinkers
94842;94842;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Poland;2019;23.8;;Frequent drinkers
