;age;geo;sex;isced11;Frequent drinkers;Non-drinkers;Occasional drinkers;clusters
1566;From 45 to 54 years;Luxembourg;Males;Less than primary, primary and lower secondary education (levels 0-2);59.5;13.1;27.4;2
1567;From 45 to 54 years;Luxembourg;Males;Tertiary education (levels 5-8);70.8;10.3;18.9;2
1568;From 45 to 54 years;Luxembourg;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);62.9;11.2;25.9;2
1572;From 45 to 54 years;Malta;Females;Less than primary, primary and lower secondary education (levels 0-2);23.8;33.5;42.599999999999994;0
1573;From 45 to 54 years;Malta;Females;Tertiary education (levels 5-8);46.6;19.5;33.9;2
1574;From 45 to 54 years;Malta;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);35.3;19.9;44.900000000000006;0
1578;From 45 to 54 years;Malta;Males;Less than primary, primary and lower secondary education (levels 0-2);50.8;15.5;33.7;2
1579;From 45 to 54 years;Malta;Males;Tertiary education (levels 5-8);52.0;13.6;34.4;2
1580;From 45 to 54 years;Malta;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);47.300000000000004;17.6;35.1;2
1590;From 45 to 54 years;Norway;Females;Less than primary, primary and lower secondary education (levels 0-2);26.3;16.6;57.1;0
1591;From 45 to 54 years;Norway;Females;Tertiary education (levels 5-8);40.6;11.3;48.1;0
1592;From 45 to 54 years;Norway;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);27.2;13.8;59.0;0
1596;From 45 to 54 years;Norway;Males;Less than primary, primary and lower secondary education (levels 0-2);35.300000000000004;14.1;50.6;0
1597;From 45 to 54 years;Norway;Males;Tertiary education (levels 5-8);53.0;5.6;41.5;2
1598;From 45 to 54 years;Norway;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);38.599999999999994;9.4;51.9;0
1602;From 45 to 54 years;Poland;Females;Less than primary, primary and lower secondary education (levels 0-2);8.299999999999999;35.0;56.7;0
1603;From 45 to 54 years;Poland;Females;Tertiary education (levels 5-8);13.8;14.4;71.80000000000001;0
1604;From 45 to 54 years;Poland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.5;27.9;62.6;0
1608;From 45 to 54 years;Poland;Males;Less than primary, primary and lower secondary education (levels 0-2);28.299999999999997;16.3;55.400000000000006;0
1609;From 45 to 54 years;Poland;Males;Tertiary education (levels 5-8);38.800000000000004;9.3;51.8;0
1610;From 45 to 54 years;Poland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);31.299999999999997;11.1;57.699999999999996;0
1614;From 45 to 54 years;Portugal;Females;Less than primary, primary and lower secondary education (levels 0-2);31.5;41.6;26.9;1
1615;From 45 to 54 years;Portugal;Females;Tertiary education (levels 5-8);34.2;24.1;41.6;0
1616;From 45 to 54 years;Portugal;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);36.0;25.9;38.1;2
1620;From 45 to 54 years;Portugal;Males;Less than primary, primary and lower secondary education (levels 0-2);77.19999999999999;14.0;8.8;2
1621;From 45 to 54 years;Portugal;Males;Tertiary education (levels 5-8);68.6;13.9;17.5;2
1622;From 45 to 54 years;Portugal;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);68.0;8.6;23.299999999999997;2
1626;From 45 to 54 years;Romania;Females;Less than primary, primary and lower secondary education (levels 0-2);7.2;46.3;46.5;1
1627;From 45 to 54 years;Romania;Females;Tertiary education (levels 5-8);8.8;42.4;48.7;1
1628;From 45 to 54 years;Romania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);6.6;45.8;47.5;1
1632;From 45 to 54 years;Romania;Males;Less than primary, primary and lower secondary education (levels 0-2);56.6;12.6;30.7;2
1633;From 45 to 54 years;Romania;Males;Tertiary education (levels 5-8);37.599999999999994;13.8;48.7;0
1634;From 45 to 54 years;Romania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);43.0;15.6;41.4;2
1644;From 45 to 54 years;Slovakia;Females;Less than primary, primary and lower secondary education (levels 0-2);14.2;32.9;52.8;0
1645;From 45 to 54 years;Slovakia;Females;Tertiary education (levels 5-8);9.6;32.5;57.9;0
1646;From 45 to 54 years;Slovakia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.299999999999999;31.3;59.4;0
1650;From 45 to 54 years;Slovakia;Males;Less than primary, primary and lower secondary education (levels 0-2);37.9;21.7;40.4;2
1651;From 45 to 54 years;Slovakia;Males;Tertiary education (levels 5-8);22.8;10.7;66.5;0
1652;From 45 to 54 years;Slovakia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.300000000000004;13.0;47.8;0
1656;From 45 to 54 years;Slovenia;Females;Less than primary, primary and lower secondary education (levels 0-2);5.6;59.7;34.7;1
1657;From 45 to 54 years;Slovenia;Females;Tertiary education (levels 5-8);32.9;15.5;51.6;0
1658;From 45 to 54 years;Slovenia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);19.6;22.8;57.6;0
1662;From 45 to 54 years;Slovenia;Males;Less than primary, primary and lower secondary education (levels 0-2);51.9;20.4;27.6;2
1663;From 45 to 54 years;Slovenia;Males;Tertiary education (levels 5-8);57.1;13.1;29.8;2
1664;From 45 to 54 years;Slovenia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);54.599999999999994;15.3;30.099999999999998;2
1668;From 45 to 54 years;Spain;Females;Less than primary, primary and lower secondary education (levels 0-2);22.0;46.8;31.0;1
1669;From 45 to 54 years;Spain;Females;Tertiary education (levels 5-8);40.1;21.1;38.8;2
1670;From 45 to 54 years;Spain;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);34.2;31.7;34.1;2
1674;From 45 to 54 years;Spain;Males;Less than primary, primary and lower secondary education (levels 0-2);56.5;22.4;21.1;2
1675;From 45 to 54 years;Spain;Males;Tertiary education (levels 5-8);63.7;10.6;25.7;2
1676;From 45 to 54 years;Spain;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);60.1;12.2;27.700000000000003;2
1680;From 45 to 54 years;Sweden;Females;Less than primary, primary and lower secondary education (levels 0-2);31.9;30.6;37.5;0
1681;From 45 to 54 years;Sweden;Females;Tertiary education (levels 5-8);46.0;10.9;43.1;2
1682;From 45 to 54 years;Sweden;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.1;11.5;49.2;0
1686;From 45 to 54 years;Sweden;Males;Less than primary, primary and lower secondary education (levels 0-2);38.1;20.6;41.3;2
1687;From 45 to 54 years;Sweden;Males;Tertiary education (levels 5-8);56.4;10.4;33.099999999999994;2
1688;From 45 to 54 years;Sweden;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);55.4;5.9;38.7;2
1692;From 45 to 54 years;Türkiye;Females;Less than primary, primary and lower secondary education (levels 0-2);0.1;96.9;3.0;1
1693;From 45 to 54 years;Türkiye;Females;Tertiary education (levels 5-8);0.9;74.9;24.2;1
1694;From 45 to 54 years;Türkiye;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);1.7999999999999998;85.1;13.100000000000001;1
1698;From 45 to 54 years;Türkiye;Males;Less than primary, primary and lower secondary education (levels 0-2);7.2;75.3;17.4;1
1699;From 45 to 54 years;Türkiye;Males;Tertiary education (levels 5-8);12.5;67.8;19.799999999999997;1
1700;From 45 to 54 years;Türkiye;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);10.8;69.4;19.8;1
1704;From 45 to 54 years;United Kingdom;Females;Less than primary, primary and lower secondary education (levels 0-2);37.300000000000004;26.1;36.6;2
1705;From 45 to 54 years;United Kingdom;Females;Tertiary education (levels 5-8);60.699999999999996;11.1;28.200000000000003;2
1706;From 45 to 54 years;United Kingdom;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);52.0;14.5;33.5;2
1707;From 45 to 54 years;United Kingdom;Males;Less than primary, primary and lower secondary education (levels 0-2);58.6;17.8;23.7;2
1708;From 45 to 54 years;United Kingdom;Males;Tertiary education (levels 5-8);72.39999999999999;8.7;18.9;2
1709;From 45 to 54 years;United Kingdom;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);64.9;10.9;24.200000000000003;2
1710;From 55 to 64 years;Austria;Females;Less than primary, primary and lower secondary education (levels 0-2);21.0;29.0;50.0;0
1711;From 55 to 64 years;Austria;Females;Tertiary education (levels 5-8);44.5;9.1;46.5;2
1712;From 55 to 64 years;Austria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);29.700000000000003;19.5;50.900000000000006;0
1716;From 55 to 64 years;Austria;Males;Less than primary, primary and lower secondary education (levels 0-2);46.6;17.3;36.1;2
1717;From 55 to 64 years;Austria;Males;Tertiary education (levels 5-8);69.4;5.2;25.400000000000002;2
1718;From 55 to 64 years;Austria;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);60.599999999999994;12.5;26.9;2
1722;From 55 to 64 years;Belgium;Females;Less than primary, primary and lower secondary education (levels 0-2);41.3;26.7;31.900000000000002;2
1723;From 55 to 64 years;Belgium;Females;Tertiary education (levels 5-8);58.6;9.0;32.4;2
1724;From 55 to 64 years;Belgium;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);57.1;12.6;30.2;2
1728;From 55 to 64 years;Belgium;Males;Less than primary, primary and lower secondary education (levels 0-2);66.0;15.7;18.4;2
1729;From 55 to 64 years;Belgium;Males;Tertiary education (levels 5-8);76.0;8.2;15.799999999999999;2
1730;From 55 to 64 years;Belgium;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);80.19999999999999;4.6;15.2;2
1734;From 55 to 64 years;Bulgaria;Females;Less than primary, primary and lower secondary education (levels 0-2);7.0;62.6;30.4;1
1735;From 55 to 64 years;Bulgaria;Females;Tertiary education (levels 5-8);22.299999999999997;34.2;43.5;0
1736;From 55 to 64 years;Bulgaria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);16.4;43.1;40.5;1
1740;From 55 to 64 years;Bulgaria;Males;Less than primary, primary and lower secondary education (levels 0-2);48.8;19.1;32.1;2
1741;From 55 to 64 years;Bulgaria;Males;Tertiary education (levels 5-8);51.1;11.3;37.6;2
1742;From 55 to 64 years;Bulgaria;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);56.0;16.8;27.2;2
1746;From 55 to 64 years;Croatia;Females;Less than primary, primary and lower secondary education (levels 0-2);10.0;69.4;20.6;1
1747;From 55 to 64 years;Croatia;Females;Tertiary education (levels 5-8);28.200000000000003;44.7;27.1;1
1748;From 55 to 64 years;Croatia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);15.3;59.3;25.5;1
1752;From 55 to 64 years;Croatia;Males;Less than primary, primary and lower secondary education (levels 0-2);46.5;29.8;23.7;2
1753;From 55 to 64 years;Croatia;Males;Tertiary education (levels 5-8);49.6;22.7;27.700000000000003;2
1754;From 55 to 64 years;Croatia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);48.2;25.9;25.9;2
1758;From 55 to 64 years;Cyprus;Females;Less than primary, primary and lower secondary education (levels 0-2);6.1;77.2;16.6;1
1759;From 55 to 64 years;Cyprus;Females;Tertiary education (levels 5-8);13.1;60.2;26.7;1
1760;From 55 to 64 years;Cyprus;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.2;63.6;27.2;1
1764;From 55 to 64 years;Cyprus;Males;Less than primary, primary and lower secondary education (levels 0-2);39.9;32.0;28.099999999999998;2
1765;From 55 to 64 years;Cyprus;Males;Tertiary education (levels 5-8);43.3;25.6;31.099999999999998;2
1766;From 55 to 64 years;Cyprus;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);41.4;21.9;36.699999999999996;2
1770;From 55 to 64 years;Czechia;Females;Less than primary, primary and lower secondary education (levels 0-2);25.8;28.5;45.7;0
1771;From 55 to 64 years;Czechia;Females;Tertiary education (levels 5-8);34.1;9.1;56.9;0
1772;From 55 to 64 years;Czechia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);29.299999999999997;16.2;54.6;0
1776;From 55 to 64 years;Czechia;Males;Less than primary, primary and lower secondary education (levels 0-2);62.7;12.7;24.5;2
1777;From 55 to 64 years;Czechia;Males;Tertiary education (levels 5-8);74.0;7.1;18.8;2
1778;From 55 to 64 years;Czechia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);69.0;8.0;22.9;2
1782;From 55 to 64 years;Denmark;Females;Less than primary, primary and lower secondary education (levels 0-2);39.5;23.3;37.2;2
1783;From 55 to 64 years;Denmark;Females;Tertiary education (levels 5-8);65.0;6.7;28.299999999999997;2
1784;From 55 to 64 years;Denmark;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);51.800000000000004;9.1;39.2;2
1788;From 55 to 64 years;Denmark;Males;Less than primary, primary and lower secondary education (levels 0-2);64.1;9.8;26.1;2
1789;From 55 to 64 years;Denmark;Males;Tertiary education (levels 5-8);81.8;3.8;14.2;2
1790;From 55 to 64 years;Denmark;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);78.5;3.8;17.6;2
1794;From 55 to 64 years;Estonia;Females;Less than primary, primary and lower secondary education (levels 0-2);2.1;42.9;55.099999999999994;0
1795;From 55 to 64 years;Estonia;Females;Tertiary education (levels 5-8);5.8;15.4;78.9;0
1796;From 55 to 64 years;Estonia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);5.1;23.2;71.8;0
1800;From 55 to 64 years;Estonia;Males;Less than primary, primary and lower secondary education (levels 0-2);32.5;14.3;53.3;0
1801;From 55 to 64 years;Estonia;Males;Tertiary education (levels 5-8);36.9;8.3;54.9;0
1802;From 55 to 64 years;Estonia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);30.6;15.6;53.9;0
1806;From 55 to 64 years;Finland;Females;Less than primary, primary and lower secondary education (levels 0-2);27.3;22.3;50.3;0
1807;From 55 to 64 years;Finland;Females;Tertiary education (levels 5-8);41.900000000000006;11.6;46.5;2
1808;From 55 to 64 years;Finland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);34.9;13.6;51.5;0
1809;From 55 to 64 years;Finland;Males;Less than primary, primary and lower secondary education (levels 0-2);54.5;18.7;26.799999999999997;2
1810;From 55 to 64 years;Finland;Males;Tertiary education (levels 5-8);68.5;6.5;25.0;2
1811;From 55 to 64 years;Finland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);58.099999999999994;6.9;35.0;2
1818;From 55 to 64 years;Germany;Females;Less than primary, primary and lower secondary education (levels 0-2);36.3;19.7;43.9;0
1819;From 55 to 64 years;Germany;Females;Tertiary education (levels 5-8);58.5;8.5;33.0;2
1820;From 55 to 64 years;Germany;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);44.7;13.7;41.6;2
1824;From 55 to 64 years;Germany;Males;Less than primary, primary and lower secondary education (levels 0-2);57.8;18.1;24.200000000000003;2
1825;From 55 to 64 years;Germany;Males;Tertiary education (levels 5-8);74.6;6.1;19.2;2
1826;From 55 to 64 years;Germany;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);65.7;12.3;22.1;2
1830;From 55 to 64 years;Greece;Females;Less than primary, primary and lower secondary education (levels 0-2);13.2;54.5;32.3;1
1831;From 55 to 64 years;Greece;Females;Tertiary education (levels 5-8);27.7;33.5;38.7;0
1832;From 55 to 64 years;Greece;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);18.099999999999998;39.0;43.0;0
1836;From 55 to 64 years;Greece;Males;Less than primary, primary and lower secondary education (levels 0-2);56.0;16.8;27.099999999999998;2
1837;From 55 to 64 years;Greece;Males;Tertiary education (levels 5-8);56.800000000000004;13.7;29.5;2
1838;From 55 to 64 years;Greece;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);42.3;25.7;32.1;2
1842;From 55 to 64 years;Hungary;Females;Less than primary, primary and lower secondary education (levels 0-2);5.8;57.4;36.7;1
1843;From 55 to 64 years;Hungary;Females;Tertiary education (levels 5-8);17.5;24.1;58.400000000000006;0
1844;From 55 to 64 years;Hungary;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);11.1;36.3;52.599999999999994;0
1848;From 55 to 64 years;Hungary;Males;Less than primary, primary and lower secondary education (levels 0-2);42.8;25.3;31.900000000000002;2
1849;From 55 to 64 years;Hungary;Males;Tertiary education (levels 5-8);61.5;10.9;27.6;2
1850;From 55 to 64 years;Hungary;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);52.7;13.7;33.6;2
1854;From 55 to 64 years;Iceland;Females;Less than primary, primary and lower secondary education (levels 0-2);6.6;35.1;58.400000000000006;0
1855;From 55 to 64 years;Iceland;Females;Tertiary education (levels 5-8);33.2;14.5;52.3;0
1856;From 55 to 64 years;Iceland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.5;15.0;75.5;0
1860;From 55 to 64 years;Iceland;Males;Less than primary, primary and lower secondary education (levels 0-2);22.8;21.5;55.8;0
1861;From 55 to 64 years;Iceland;Males;Tertiary education (levels 5-8);53.2;12.2;34.6;2
1862;From 55 to 64 years;Iceland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);38.0;9.2;52.8;0
1866;From 55 to 64 years;Ireland;Females;Less than primary, primary and lower secondary education (levels 0-2);38.1;29.0;32.900000000000006;2
1867;From 55 to 64 years;Ireland;Females;Tertiary education (levels 5-8);56.4;15.9;27.8;2
1868;From 55 to 64 years;Ireland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);45.1;22.2;32.7;2
1872;From 55 to 64 years;Ireland;Males;Less than primary, primary and lower secondary education (levels 0-2);53.1;24.2;22.7;2
1873;From 55 to 64 years;Ireland;Males;Tertiary education (levels 5-8);69.3;11.6;19.2;2
1874;From 55 to 64 years;Ireland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);53.300000000000004;14.9;31.9;2
1878;From 55 to 64 years;Latvia;Females;Less than primary, primary and lower secondary education (levels 0-2);1.5;34.9;63.6;0
1879;From 55 to 64 years;Latvia;Females;Tertiary education (levels 5-8);12.7;12.4;74.8;0
1880;From 55 to 64 years;Latvia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);3.0999999999999996;26.4;70.5;0
1884;From 55 to 64 years;Latvia;Males;Less than primary, primary and lower secondary education (levels 0-2);31.0;18.3;50.8;0
1885;From 55 to 64 years;Latvia;Males;Tertiary education (levels 5-8);28.3;14.5;57.2;0
1886;From 55 to 64 years;Latvia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);21.700000000000003;18.6;59.599999999999994;0
1890;From 55 to 64 years;Lithuania;Females;Less than primary, primary and lower secondary education (levels 0-2);8.7;47.1;44.2;1
1891;From 55 to 64 years;Lithuania;Females;Tertiary education (levels 5-8);6.6;12.6;80.8;0
1892;From 55 to 64 years;Lithuania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);1.9;25.5;72.6;0
1896;From 55 to 64 years;Lithuania;Males;Less than primary, primary and lower secondary education (levels 0-2);37.7;15.6;46.7;0
1897;From 55 to 64 years;Lithuania;Males;Tertiary education (levels 5-8);25.0;8.6;66.3;0
1898;From 55 to 64 years;Lithuania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);23.4;14.7;61.8;0
1902;From 55 to 64 years;Luxembourg;Females;Less than primary, primary and lower secondary education (levels 0-2);36.6;31.3;32.1;2
1903;From 55 to 64 years;Luxembourg;Females;Tertiary education (levels 5-8);65.7;19.5;14.8;2
1904;From 55 to 64 years;Luxembourg;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);58.2;14.2;27.5;2
1908;From 55 to 64 years;Luxembourg;Males;Less than primary, primary and lower secondary education (levels 0-2);64.0;14.5;21.5;2
1909;From 55 to 64 years;Luxembourg;Males;Tertiary education (levels 5-8);73.6;9.7;16.599999999999998;2
1910;From 55 to 64 years;Luxembourg;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);73.1;6.9;20.1;2
1914;From 55 to 64 years;Malta;Females;Less than primary, primary and lower secondary education (levels 0-2);17.3;44.2;38.5;1
1915;From 55 to 64 years;Malta;Females;Tertiary education (levels 5-8);28.0;35.2;36.7;0
1916;From 55 to 64 years;Malta;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);24.0;41.9;34.1;1
1920;From 55 to 64 years;Malta;Males;Less than primary, primary and lower secondary education (levels 0-2);49.0;18.4;32.6;2
1921;From 55 to 64 years;Malta;Males;Tertiary education (levels 5-8);55.4;14.6;30.0;2
1922;From 55 to 64 years;Malta;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.6;15.5;44.9;2
1932;From 55 to 64 years;Norway;Females;Less than primary, primary and lower secondary education (levels 0-2);25.5;21.8;52.7;0
1933;From 55 to 64 years;Norway;Females;Tertiary education (levels 5-8);48.400000000000006;11.7;39.9;2
1934;From 55 to 64 years;Norway;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);38.0;15.5;46.4;0
1938;From 55 to 64 years;Norway;Males;Less than primary, primary and lower secondary education (levels 0-2);48.5;6.6;44.9;2
1939;From 55 to 64 years;Norway;Males;Tertiary education (levels 5-8);65.1;10.0;24.9;2
1940;From 55 to 64 years;Norway;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);47.300000000000004;11.6;41.1;2
1944;From 55 to 64 years;Poland;Females;Less than primary, primary and lower secondary education (levels 0-2);2.5;48.2;49.3;1
1945;From 55 to 64 years;Poland;Females;Tertiary education (levels 5-8);13.6;23.3;63.1;0
1946;From 55 to 64 years;Poland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);5.699999999999999;34.7;59.6;0
1950;From 55 to 64 years;Poland;Males;Less than primary, primary and lower secondary education (levels 0-2);27.799999999999997;20.4;51.8;0
1951;From 55 to 64 years;Poland;Males;Tertiary education (levels 5-8);33.1;11.2;55.699999999999996;0
1952;From 55 to 64 years;Poland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);27.0;15.1;58.0;0
1956;From 55 to 64 years;Portugal;Females;Less than primary, primary and lower secondary education (levels 0-2);31.6;46.1;22.200000000000003;1
1957;From 55 to 64 years;Portugal;Females;Tertiary education (levels 5-8);40.0;22.9;37.1;2
1958;From 55 to 64 years;Portugal;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);42.7;35.6;21.8;2
1962;From 55 to 64 years;Portugal;Males;Less than primary, primary and lower secondary education (levels 0-2);79.19999999999999;11.6;9.2;2
1963;From 55 to 64 years;Portugal;Males;Tertiary education (levels 5-8);77.8;7.2;15.0;2
1964;From 55 to 64 years;Portugal;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);80.1;7.5;12.4;2
1968;From 55 to 64 years;Romania;Females;Less than primary, primary and lower secondary education (levels 0-2);6.4;57.0;36.599999999999994;1
1969;From 55 to 64 years;Romania;Females;Tertiary education (levels 5-8);6.1;48.1;45.8;1
1970;From 55 to 64 years;Romania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);6.8;52.7;40.5;1
1974;From 55 to 64 years;Romania;Males;Less than primary, primary and lower secondary education (levels 0-2);47.400000000000006;20.7;31.9;2
1975;From 55 to 64 years;Romania;Males;Tertiary education (levels 5-8);23.9;31.5;44.6;0
1976;From 55 to 64 years;Romania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.1;21.4;39.4;2
1986;From 55 to 64 years;Slovakia;Females;Less than primary, primary and lower secondary education (levels 0-2);2.7;54.6;42.6;1
1987;From 55 to 64 years;Slovakia;Females;Tertiary education (levels 5-8);14.600000000000001;21.5;63.900000000000006;0
1988;From 55 to 64 years;Slovakia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);8.4;34.8;56.8;0
1992;From 55 to 64 years;Slovakia;Males;Less than primary, primary and lower secondary education (levels 0-2);37.0;25.0;38.0;2
1993;From 55 to 64 years;Slovakia;Males;Tertiary education (levels 5-8);44.0;3.9;52.1;2
1994;From 55 to 64 years;Slovakia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.099999999999994;20.5;40.4;2
1998;From 55 to 64 years;Slovenia;Females;Less than primary, primary and lower secondary education (levels 0-2);15.799999999999999;47.6;36.7;1
1999;From 55 to 64 years;Slovenia;Females;Tertiary education (levels 5-8);27.099999999999998;16.6;56.3;0
2000;From 55 to 64 years;Slovenia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);23.099999999999998;27.2;49.6;0
2004;From 55 to 64 years;Slovenia;Males;Less than primary, primary and lower secondary education (levels 0-2);50.0;36.0;13.9;2
2005;From 55 to 64 years;Slovenia;Males;Tertiary education (levels 5-8);66.1;8.1;25.799999999999997;2
2006;From 55 to 64 years;Slovenia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);55.5;16.7;27.9;2
2010;From 55 to 64 years;Spain;Females;Less than primary, primary and lower secondary education (levels 0-2);24.1;48.1;27.8;1
2011;From 55 to 64 years;Spain;Females;Tertiary education (levels 5-8);46.3;26.1;27.5;2
2012;From 55 to 64 years;Spain;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);43.4;27.1;29.5;2
2016;From 55 to 64 years;Spain;Males;Less than primary, primary and lower secondary education (levels 0-2);61.8;20.1;18.1;2
2017;From 55 to 64 years;Spain;Males;Tertiary education (levels 5-8);65.19999999999999;17.0;17.799999999999997;2
2018;From 55 to 64 years;Spain;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);61.7;15.6;22.7;2
2022;From 55 to 64 years;Sweden;Females;Less than primary, primary and lower secondary education (levels 0-2);26.700000000000003;24.9;48.4;0
2023;From 55 to 64 years;Sweden;Females;Tertiary education (levels 5-8);62.2;3.4;34.3;2
2024;From 55 to 64 years;Sweden;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);53.599999999999994;7.9;38.5;2
2028;From 55 to 64 years;Sweden;Males;Less than primary, primary and lower secondary education (levels 0-2);59.800000000000004;11.6;28.599999999999998;2
2029;From 55 to 64 years;Sweden;Males;Tertiary education (levels 5-8);67.4;7.1;25.4;2
2030;From 55 to 64 years;Sweden;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);56.3;11.1;32.6;2
2034;From 55 to 64 years;Türkiye;Females;Less than primary, primary and lower secondary education (levels 0-2);0.1;98.4;1.5;1
2035;From 55 to 64 years;Türkiye;Females;Tertiary education (levels 5-8);0.0;80.4;19.5;1
2036;From 55 to 64 years;Türkiye;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;81.9;18.1;1
2040;From 55 to 64 years;Türkiye;Males;Less than primary, primary and lower secondary education (levels 0-2);6.199999999999999;79.8;14.0;1
2041;From 55 to 64 years;Türkiye;Males;Tertiary education (levels 5-8);14.0;64.3;21.6;1
2042;From 55 to 64 years;Türkiye;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);12.5;63.5;24.0;1
2046;From 55 to 64 years;United Kingdom;Females;Less than primary, primary and lower secondary education (levels 0-2);44.8;20.0;35.3;2
2047;From 55 to 64 years;United Kingdom;Females;Tertiary education (levels 5-8);62.300000000000004;10.8;26.9;2
2048;From 55 to 64 years;United Kingdom;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);53.1;14.9;31.9;2
2049;From 55 to 64 years;United Kingdom;Males;Less than primary, primary and lower secondary education (levels 0-2);60.8;17.4;21.8;2
2050;From 55 to 64 years;United Kingdom;Males;Tertiary education (levels 5-8);79.8;6.0;14.299999999999999;2
2051;From 55 to 64 years;United Kingdom;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);68.2;9.9;22.0;2
2052;From 65 to 74 years;Austria;Females;Less than primary, primary and lower secondary education (levels 0-2);17.8;33.1;49.1;0
