;age;geo;sex;quant_inc;Frequent drinkers;Non-drinkers;Occasional drinkers;clusters
2200;From 35 to 44 years;Slovenia;Males;Fifth quintile;56.699999999999996;8.7;34.6;0
2201;From 35 to 44 years;Slovenia;Males;First quintile;31.4;27.3;41.3;2
2202;From 35 to 44 years;Slovenia;Males;Fourth quintile;46.9;7.9;45.199999999999996;0
2203;From 35 to 44 years;Slovenia;Males;Second quintile;48.099999999999994;15.4;36.5;0
2204;From 35 to 44 years;Slovenia;Males;Third quintile;44.8;12.9;42.2;0
2210;From 35 to 44 years;Spain;Females;Fifth quintile;33.7;22.9;43.4;3
2211;From 35 to 44 years;Spain;Females;First quintile;20.7;47.3;32.0;2
2212;From 35 to 44 years;Spain;Females;Fourth quintile;28.5;26.8;44.7;2
2213;From 35 to 44 years;Spain;Females;Second quintile;17.2;40.3;42.5;2
2214;From 35 to 44 years;Spain;Females;Third quintile;22.8;31.8;45.400000000000006;2
2220;From 35 to 44 years;Spain;Males;Fifth quintile;56.2;12.2;31.599999999999998;0
2221;From 35 to 44 years;Spain;Males;First quintile;39.099999999999994;31.8;29.1;0
2222;From 35 to 44 years;Spain;Males;Fourth quintile;55.9;15.3;28.799999999999997;0
2223;From 35 to 44 years;Spain;Males;Second quintile;43.5;25.0;31.6;0
2224;From 35 to 44 years;Spain;Males;Third quintile;50.400000000000006;19.2;30.400000000000002;0
2230;From 35 to 44 years;Sweden;Females;Fifth quintile;52.4;4.8;42.8;0
2231;From 35 to 44 years;Sweden;Females;First quintile;20.7;17.2;62.1;3
2232;From 35 to 44 years;Sweden;Females;Fourth quintile;38.3;8.3;53.400000000000006;3
2233;From 35 to 44 years;Sweden;Females;Second quintile;25.3;25.9;48.9;3
2234;From 35 to 44 years;Sweden;Females;Third quintile;33.5;19.0;47.6;3
2240;From 35 to 44 years;Sweden;Males;Fifth quintile;59.5;2.9;37.699999999999996;0
2241;From 35 to 44 years;Sweden;Males;First quintile;37.1;31.4;31.400000000000002;2
2242;From 35 to 44 years;Sweden;Males;Fourth quintile;47.2;5.6;47.1;0
2243;From 35 to 44 years;Sweden;Males;Second quintile;43.6;9.8;46.7;0
2244;From 35 to 44 years;Sweden;Males;Third quintile;32.5;12.2;55.3;3
2250;From 35 to 44 years;Türkiye;Females;Fifth quintile;0.6;85.6;13.899999999999999;1
2251;From 35 to 44 years;Türkiye;Females;First quintile;0.2;97.1;2.7;1
2252;From 35 to 44 years;Türkiye;Females;Fourth quintile;1.1;90.6;8.3;1
2253;From 35 to 44 years;Türkiye;Females;Second quintile;0.2;94.8;5.0;1
2254;From 35 to 44 years;Türkiye;Females;Third quintile;1.5;95.6;2.9;1
2260;From 35 to 44 years;Türkiye;Males;Fifth quintile;9.100000000000001;62.3;28.6;1
2261;From 35 to 44 years;Türkiye;Males;First quintile;5.6;77.0;17.4;1
2262;From 35 to 44 years;Türkiye;Males;Fourth quintile;9.0;71.6;19.3;1
2263;From 35 to 44 years;Türkiye;Males;Second quintile;8.1;75.8;16.1;1
2264;From 35 to 44 years;Türkiye;Males;Third quintile;8.1;74.1;17.9;1
2270;From 35 to 44 years;United Kingdom;Females;Fifth quintile;60.9;10.1;28.9;0
2271;From 35 to 44 years;United Kingdom;Females;First quintile;23.7;35.9;40.4;2
2272;From 35 to 44 years;United Kingdom;Females;Fourth quintile;60.800000000000004;7.5;31.7;0
2273;From 35 to 44 years;United Kingdom;Females;Second quintile;39.0;23.1;37.9;0
2274;From 35 to 44 years;United Kingdom;Females;Third quintile;45.0;16.0;39.0;0
2275;From 35 to 44 years;United Kingdom;Males;Fifth quintile;70.69999999999999;4.5;24.8;0
2276;From 35 to 44 years;United Kingdom;Males;First quintile;33.2;30.3;36.4;2
2277;From 35 to 44 years;United Kingdom;Males;Fourth quintile;64.0;10.2;25.8;0
2278;From 35 to 44 years;United Kingdom;Males;Second quintile;46.5;17.7;35.8;0
2279;From 35 to 44 years;United Kingdom;Males;Third quintile;58.3;16.4;25.299999999999997;0
2280;From 45 to 54 years;Austria;Females;Fifth quintile;38.1;10.3;51.6;3
2281;From 45 to 54 years;Austria;Females;First quintile;15.799999999999999;42.2;42.0;2
2282;From 45 to 54 years;Austria;Females;Fourth quintile;32.4;12.3;55.400000000000006;3
2283;From 45 to 54 years;Austria;Females;Second quintile;26.799999999999997;18.2;55.0;3
2284;From 45 to 54 years;Austria;Females;Third quintile;26.2;17.5;56.300000000000004;3
2290;From 45 to 54 years;Austria;Males;Fifth quintile;62.1;9.8;28.0;0
2291;From 45 to 54 years;Austria;Males;First quintile;45.4;19.4;35.1;0
2292;From 45 to 54 years;Austria;Males;Fourth quintile;58.4;8.1;33.4;0
2293;From 45 to 54 years;Austria;Males;Second quintile;48.800000000000004;12.7;38.5;0
2294;From 45 to 54 years;Austria;Males;Third quintile;50.3;20.1;29.6;0
2300;From 45 to 54 years;Belgium;Females;Fifth quintile;53.4;11.6;35.0;0
2301;From 45 to 54 years;Belgium;Females;First quintile;37.9;24.1;38.0;0
2302;From 45 to 54 years;Belgium;Females;Fourth quintile;50.5;9.1;40.5;0
2303;From 45 to 54 years;Belgium;Females;Second quintile;28.6;19.0;52.5;3
2304;From 45 to 54 years;Belgium;Females;Third quintile;48.0;17.3;34.8;0
2310;From 45 to 54 years;Belgium;Males;Fifth quintile;75.7;4.9;19.3;0
2311;From 45 to 54 years;Belgium;Males;First quintile;69.0;26.3;4.7;0
2312;From 45 to 54 years;Belgium;Males;Fourth quintile;64.3;10.9;24.900000000000002;0
2313;From 45 to 54 years;Belgium;Males;Second quintile;44.7;16.7;38.7;0
2314;From 45 to 54 years;Belgium;Males;Third quintile;70.1;5.7;24.2;0
2320;From 45 to 54 years;Bulgaria;Females;Fifth quintile;27.7;19.1;53.2;3
2321;From 45 to 54 years;Bulgaria;Females;First quintile;14.3;47.2;38.6;2
2322;From 45 to 54 years;Bulgaria;Females;Fourth quintile;23.1;34.4;42.6;2
2323;From 45 to 54 years;Bulgaria;Females;Second quintile;14.9;42.0;43.1;2
2324;From 45 to 54 years;Bulgaria;Females;Third quintile;24.900000000000002;38.4;36.7;2
2330;From 45 to 54 years;Bulgaria;Males;Fifth quintile;56.1;9.9;34.0;0
2331;From 45 to 54 years;Bulgaria;Males;First quintile;56.7;12.1;31.2;0
2332;From 45 to 54 years;Bulgaria;Males;Fourth quintile;65.6;13.5;21.0;0
2333;From 45 to 54 years;Bulgaria;Males;Second quintile;61.5;10.1;28.200000000000003;0
2334;From 45 to 54 years;Bulgaria;Males;Third quintile;62.0;8.2;29.8;0
2340;From 45 to 54 years;Croatia;Females;Fifth quintile;28.0;34.6;37.3;2
2341;From 45 to 54 years;Croatia;Females;First quintile;9.2;66.7;24.099999999999998;1
2342;From 45 to 54 years;Croatia;Females;Fourth quintile;9.2;57.5;33.3;2
2343;From 45 to 54 years;Croatia;Females;Second quintile;9.6;68.8;21.6;1
2344;From 45 to 54 years;Croatia;Females;Third quintile;12.100000000000001;48.0;39.9;2
2350;From 45 to 54 years;Croatia;Males;Fifth quintile;54.0;14.6;31.400000000000002;0
2351;From 45 to 54 years;Croatia;Males;First quintile;46.3;27.7;26.0;0
2352;From 45 to 54 years;Croatia;Males;Fourth quintile;57.6;14.1;28.4;0
2353;From 45 to 54 years;Croatia;Males;Second quintile;41.7;27.8;30.5;0
2354;From 45 to 54 years;Croatia;Males;Third quintile;31.2;35.0;33.8;2
2360;From 45 to 54 years;Cyprus;Females;Fifth quintile;18.0;42.6;39.4;2
2361;From 45 to 54 years;Cyprus;Females;First quintile;2.9;76.1;20.9;1
2362;From 45 to 54 years;Cyprus;Females;Fourth quintile;16.7;48.5;34.8;2
2363;From 45 to 54 years;Cyprus;Females;Second quintile;7.1;67.3;25.6;1
2364;From 45 to 54 years;Cyprus;Females;Third quintile;11.5;64.3;24.3;1
2370;From 45 to 54 years;Cyprus;Males;Fifth quintile;50.6;11.0;38.4;0
2371;From 45 to 54 years;Cyprus;Males;First quintile;34.0;23.4;42.6;3
2372;From 45 to 54 years;Cyprus;Males;Fourth quintile;45.0;20.2;34.7;0
2373;From 45 to 54 years;Cyprus;Males;Second quintile;38.5;34.2;27.3;2
2374;From 45 to 54 years;Cyprus;Males;Third quintile;41.1;17.1;41.9;0
2380;From 45 to 54 years;Czechia;Females;Fifth quintile;41.7;9.9;48.4;3
2381;From 45 to 54 years;Czechia;Females;First quintile;25.7;16.0;58.4;3
2382;From 45 to 54 years;Czechia;Females;Fourth quintile;30.299999999999997;9.5;60.2;3
2383;From 45 to 54 years;Czechia;Females;Second quintile;23.1;31.1;45.8;2
2384;From 45 to 54 years;Czechia;Females;Third quintile;25.5;16.2;58.2;3
2390;From 45 to 54 years;Czechia;Males;Fifth quintile;76.0;2.1;21.9;0
2391;From 45 to 54 years;Czechia;Males;First quintile;62.3;18.6;19.1;0
2392;From 45 to 54 years;Czechia;Males;Fourth quintile;73.0;5.4;21.6;0
2393;From 45 to 54 years;Czechia;Males;Second quintile;71.80000000000001;4.9;23.4;0
2394;From 45 to 54 years;Czechia;Males;Third quintile;60.199999999999996;8.8;31.0;0
2400;From 45 to 54 years;Denmark;Females;Fifth quintile;53.300000000000004;5.8;40.9;0
2401;From 45 to 54 years;Denmark;Females;First quintile;48.4;22.6;29.1;0
2402;From 45 to 54 years;Denmark;Females;Fourth quintile;52.0;3.1;44.9;0
2403;From 45 to 54 years;Denmark;Females;Second quintile;47.4;12.3;40.400000000000006;0
2404;From 45 to 54 years;Denmark;Females;Third quintile;44.5;14.1;41.3;0
2410;From 45 to 54 years;Denmark;Males;Fifth quintile;73.0;1.7;25.2;0
2411;From 45 to 54 years;Denmark;Males;First quintile;61.5;11.5;26.900000000000002;0
2412;From 45 to 54 years;Denmark;Males;Fourth quintile;65.3;1.4;33.3;0
2413;From 45 to 54 years;Denmark;Males;Second quintile;62.800000000000004;5.7;31.400000000000002;0
2414;From 45 to 54 years;Denmark;Males;Third quintile;70.3;4.7;25.0;0
2420;From 45 to 54 years;Estonia;Females;Fifth quintile;25.8;6.7;67.5;3
2421;From 45 to 54 years;Estonia;Females;First quintile;4.4;32.4;63.3;3
2422;From 45 to 54 years;Estonia;Females;Fourth quintile;13.3;6.7;79.9;3
2423;From 45 to 54 years;Estonia;Females;Second quintile;11.9;14.1;74.0;3
2424;From 45 to 54 years;Estonia;Females;Third quintile;10.4;11.7;77.8;3
2430;From 45 to 54 years;Estonia;Males;Fifth quintile;41.8;6.8;51.400000000000006;3
2431;From 45 to 54 years;Estonia;Males;First quintile;34.9;11.6;53.5;3
2432;From 45 to 54 years;Estonia;Males;Fourth quintile;37.7;7.1;55.1;3
2433;From 45 to 54 years;Estonia;Males;Second quintile;43.9;16.7;39.400000000000006;0
2434;From 45 to 54 years;Estonia;Males;Third quintile;26.799999999999997;8.7;64.4;3
2440;From 45 to 54 years;Finland;Females;Fifth quintile;53.800000000000004;6.1;40.1;0
2441;From 45 to 54 years;Finland;Females;First quintile;28.4;19.1;52.5;3
2442;From 45 to 54 years;Finland;Females;Fourth quintile;44.8;1.5;53.5;3
2443;From 45 to 54 years;Finland;Females;Second quintile;35.400000000000006;12.3;52.4;3
2444;From 45 to 54 years;Finland;Females;Third quintile;46.1;6.8;47.1;0
2445;From 45 to 54 years;Finland;Males;Fifth quintile;65.6;3.5;30.9;0
2446;From 45 to 54 years;Finland;Males;First quintile;49.0;15.9;35.1;0
2447;From 45 to 54 years;Finland;Males;Fourth quintile;61.8;5.8;32.400000000000006;0
2448;From 45 to 54 years;Finland;Males;Second quintile;47.8;6.3;45.8;0
2449;From 45 to 54 years;Finland;Males;Third quintile;50.3;7.4;42.400000000000006;0
2460;From 45 to 54 years;Germany;Females;Fifth quintile;57.599999999999994;6.8;35.6;0
2461;From 45 to 54 years;Germany;Females;First quintile;33.800000000000004;18.1;48.099999999999994;3
2462;From 45 to 54 years;Germany;Females;Fourth quintile;46.6;6.9;46.6;0
2463;From 45 to 54 years;Germany;Females;Second quintile;42.300000000000004;10.9;46.8;0
2464;From 45 to 54 years;Germany;Females;Third quintile;43.599999999999994;8.7;47.7;0
2470;From 45 to 54 years;Germany;Males;Fifth quintile;74.3;3.9;21.900000000000002;0
2471;From 45 to 54 years;Germany;Males;First quintile;51.7;16.3;31.9;0
2472;From 45 to 54 years;Germany;Males;Fourth quintile;69.2;6.9;23.900000000000002;0
2473;From 45 to 54 years;Germany;Males;Second quintile;61.1;9.1;29.700000000000003;0
2474;From 45 to 54 years;Germany;Males;Third quintile;59.699999999999996;10.0;30.299999999999997;0
2480;From 45 to 54 years;Greece;Females;Fifth quintile;24.200000000000003;20.3;55.5;3
2481;From 45 to 54 years;Greece;Females;First quintile;13.3;44.2;42.5;2
2482;From 45 to 54 years;Greece;Females;Fourth quintile;27.3;31.8;41.0;2
2483;From 45 to 54 years;Greece;Females;Second quintile;22.900000000000002;43.6;33.5;2
2484;From 45 to 54 years;Greece;Females;Third quintile;15.2;44.7;40.1;2
2490;From 45 to 54 years;Greece;Males;Fifth quintile;40.4;15.9;43.800000000000004;0
2491;From 45 to 54 years;Greece;Males;First quintile;45.5;25.1;29.3;0
2492;From 45 to 54 years;Greece;Males;Fourth quintile;40.099999999999994;18.1;41.9;0
2493;From 45 to 54 years;Greece;Males;Second quintile;54.900000000000006;12.5;32.6;0
2494;From 45 to 54 years;Greece;Males;Third quintile;40.2;17.2;42.7;0
2500;From 45 to 54 years;Hungary;Females;Fifth quintile;21.0;19.3;59.599999999999994;3
2501;From 45 to 54 years;Hungary;Females;First quintile;11.0;36.7;52.3;2
2502;From 45 to 54 years;Hungary;Females;Fourth quintile;10.3;25.4;64.2;3
2503;From 45 to 54 years;Hungary;Females;Second quintile;8.3;28.7;63.0;3
2504;From 45 to 54 years;Hungary;Females;Third quintile;12.1;36.1;51.8;2
2510;From 45 to 54 years;Hungary;Males;Fifth quintile;42.6;14.5;42.9;0
2511;From 45 to 54 years;Hungary;Males;First quintile;34.9;24.5;40.6;2
2512;From 45 to 54 years;Hungary;Males;Fourth quintile;40.4;9.3;50.3;3
2513;From 45 to 54 years;Hungary;Males;Second quintile;34.3;25.5;40.2;2
2514;From 45 to 54 years;Hungary;Males;Third quintile;44.400000000000006;13.8;41.8;0
2520;From 45 to 54 years;Iceland;Females;Fifth quintile;33.0;7.7;59.300000000000004;3
2521;From 45 to 54 years;Iceland;Females;First quintile;18.8;22.2;59.1;3
2522;From 45 to 54 years;Iceland;Females;Fourth quintile;26.0;8.1;65.8;3
2523;From 45 to 54 years;Iceland;Females;Second quintile;4.1;19.8;76.2;3
2524;From 45 to 54 years;Iceland;Females;Third quintile;19.2;7.9;72.9;3
2530;From 45 to 54 years;Iceland;Males;Fifth quintile;35.3;7.3;57.3;3
2531;From 45 to 54 years;Iceland;Males;First quintile;30.0;21.1;48.9;3
2532;From 45 to 54 years;Iceland;Males;Fourth quintile;35.0;6.9;58.1;3
2533;From 45 to 54 years;Iceland;Males;Second quintile;16.0;7.7;76.30000000000001;3
2534;From 45 to 54 years;Iceland;Males;Third quintile;27.8;10.7;61.4;3
2540;From 45 to 54 years;Ireland;Females;Fifth quintile;51.1;18.2;30.799999999999997;0
2541;From 45 to 54 years;Ireland;Females;First quintile;48.300000000000004;14.8;36.900000000000006;0
2542;From 45 to 54 years;Ireland;Females;Fourth quintile;50.300000000000004;16.2;33.5;0
2543;From 45 to 54 years;Ireland;Females;Second quintile;49.4;19.1;31.5;0
2544;From 45 to 54 years;Ireland;Females;Third quintile;47.599999999999994;16.8;35.6;0
2550;From 45 to 54 years;Ireland;Males;Fifth quintile;57.2;10.5;32.300000000000004;0
2551;From 45 to 54 years;Ireland;Males;First quintile;54.0;17.6;28.3;0
2552;From 45 to 54 years;Ireland;Males;Fourth quintile;57.3;9.9;32.8;0
2553;From 45 to 54 years;Ireland;Males;Second quintile;68.0;12.0;20.0;0
2554;From 45 to 54 years;Ireland;Males;Third quintile;53.7;14.3;32.1;0
2560;From 45 to 54 years;Latvia;Females;Fifth quintile;18.3;10.5;71.19999999999999;3
2561;From 45 to 54 years;Latvia;Females;First quintile;9.9;23.6;66.6;3
2562;From 45 to 54 years;Latvia;Females;Fourth quintile;6.6000000000000005;19.0;74.4;3
2563;From 45 to 54 years;Latvia;Females;Second quintile;6.8999999999999995;17.9;75.19999999999999;3
2564;From 45 to 54 years;Latvia;Females;Third quintile;7.5;7.6;85.0;3
2570;From 45 to 54 years;Latvia;Males;Fifth quintile;27.6;11.4;61.0;3
2571;From 45 to 54 years;Latvia;Males;First quintile;26.7;19.9;53.4;3
2572;From 45 to 54 years;Latvia;Males;Fourth quintile;31.9;11.3;56.7;3
2573;From 45 to 54 years;Latvia;Males;Second quintile;24.900000000000002;9.5;65.7;3
2574;From 45 to 54 years;Latvia;Males;Third quintile;17.5;12.1;70.4;3
2580;From 45 to 54 years;Lithuania;Females;Fifth quintile;6.5;10.3;83.19999999999999;3
2581;From 45 to 54 years;Lithuania;Females;First quintile;12.8;13.8;73.4;3
2582;From 45 to 54 years;Lithuania;Females;Fourth quintile;7.0;12.9;80.0;3
2583;From 45 to 54 years;Lithuania;Females;Second quintile;1.9;18.7;79.4;3
2584;From 45 to 54 years;Lithuania;Females;Third quintile;6.2;16.9;76.9;3
2590;From 45 to 54 years;Lithuania;Males;Fifth quintile;32.0;4.6;63.5;3
2591;From 45 to 54 years;Lithuania;Males;First quintile;38.1;9.8;52.1;3
2592;From 45 to 54 years;Lithuania;Males;Fourth quintile;16.9;8.1;74.9;3
2593;From 45 to 54 years;Lithuania;Males;Second quintile;45.900000000000006;11.3;42.800000000000004;0
2594;From 45 to 54 years;Lithuania;Males;Third quintile;28.3;16.4;55.4;3
2600;From 45 to 54 years;Luxembourg;Females;Fifth quintile;68.1;10.3;21.5;0
2601;From 45 to 54 years;Luxembourg;Females;First quintile;39.1;29.7;31.200000000000003;0
2602;From 45 to 54 years;Luxembourg;Females;Fourth quintile;58.4;22.6;19.0;0
2603;From 45 to 54 years;Luxembourg;Females;Second quintile;31.599999999999998;26.2;42.2;2
2604;From 45 to 54 years;Luxembourg;Females;Third quintile;49.3;14.3;36.300000000000004;0
2610;From 45 to 54 years;Luxembourg;Males;Fifth quintile;76.8;9.2;14.0;0
2611;From 45 to 54 years;Luxembourg;Males;First quintile;56.6;15.2;28.200000000000003;0
2612;From 45 to 54 years;Luxembourg;Males;Fourth quintile;70.3;3.7;26.0;0
2613;From 45 to 54 years;Luxembourg;Males;Second quintile;60.2;17.4;22.5;0
2614;From 45 to 54 years;Luxembourg;Males;Third quintile;69.0;10.4;20.700000000000003;0
2620;From 45 to 54 years;Malta;Females;Fifth quintile;28.4;28.1;43.5;2
2621;From 45 to 54 years;Malta;Females;First quintile;21.400000000000002;27.3;51.3;3
2622;From 45 to 54 years;Malta;Females;Fourth quintile;35.2;28.3;36.5;2
2623;From 45 to 54 years;Malta;Females;Second quintile;23.099999999999998;31.6;45.3;2
2624;From 45 to 54 years;Malta;Females;Third quintile;31.5;30.9;37.5;2
2630;From 45 to 54 years;Malta;Males;Fifth quintile;51.4;18.0;30.5;0
2631;From 45 to 54 years;Malta;Males;First quintile;41.599999999999994;26.8;31.6;0
2632;From 45 to 54 years;Malta;Males;Fourth quintile;52.9;16.5;30.6;0
2633;From 45 to 54 years;Malta;Males;Second quintile;48.7;13.5;37.9;0
2634;From 45 to 54 years;Malta;Males;Third quintile;54.2;11.8;34.0;0
2650;From 45 to 54 years;Norway;Females;Fifth quintile;36.4;10.9;52.7;3
2651;From 45 to 54 years;Norway;Females;First quintile;20.8;18.5;60.8;3
2652;From 45 to 54 years;Norway;Females;Fourth quintile;31.900000000000002;14.2;53.9;3
2653;From 45 to 54 years;Norway;Females;Second quintile;25.6;21.2;53.2;3
2654;From 45 to 54 years;Norway;Females;Third quintile;38.1;8.9;53.0;3
2660;From 45 to 54 years;Norway;Males;Fifth quintile;51.5;3.6;44.8;0
2661;From 45 to 54 years;Norway;Males;First quintile;34.6;22.2;43.2;3
2662;From 45 to 54 years;Norway;Males;Fourth quintile;53.2;6.0;40.8;0
2663;From 45 to 54 years;Norway;Males;Second quintile;33.6;16.5;49.9;3
2664;From 45 to 54 years;Norway;Males;Third quintile;30.8;7.2;62.0;3
2670;From 45 to 54 years;Poland;Females;Fifth quintile;16.8;17.6;65.6;3
2671;From 45 to 54 years;Poland;Females;First quintile;6.800000000000001;31.8;61.5;3
2672;From 45 to 54 years;Poland;Females;Fourth quintile;10.3;21.9;67.9;3
2673;From 45 to 54 years;Poland;Females;Second quintile;4.8;27.7;67.4;3
2674;From 45 to 54 years;Poland;Females;Third quintile;6.9;30.5;62.599999999999994;3
2680;From 45 to 54 years;Poland;Males;Fifth quintile;36.199999999999996;7.5;56.4;3
2681;From 45 to 54 years;Poland;Males;First quintile;29.9;14.3;55.7;3
2682;From 45 to 54 years;Poland;Males;Fourth quintile;30.0;7.7;62.3;3
2683;From 45 to 54 years;Poland;Males;Second quintile;30.9;17.0;52.1;3
2684;From 45 to 54 years;Poland;Males;Third quintile;32.1;12.1;55.900000000000006;3
2690;From 45 to 54 years;Portugal;Females;Fifth quintile;38.1;25.6;36.3;0
2691;From 45 to 54 years;Portugal;Females;First quintile;31.0;42.9;26.1;2
2692;From 45 to 54 years;Portugal;Females;Fourth quintile;32.3;31.0;36.7;2
2693;From 45 to 54 years;Portugal;Females;Second quintile;28.1;39.8;32.1;2
2694;From 45 to 54 years;Portugal;Females;Third quintile;34.4;35.1;30.5;2
2700;From 45 to 54 years;Portugal;Males;Fifth quintile;69.2;13.4;17.5;0
2701;From 45 to 54 years;Portugal;Males;First quintile;69.1;19.9;11.0;0
2702;From 45 to 54 years;Portugal;Males;Fourth quintile;70.6;13.0;16.299999999999997;0
2703;From 45 to 54 years;Portugal;Males;Second quintile;83.6;9.5;6.8999999999999995;0
2704;From 45 to 54 years;Portugal;Males;Third quintile;80.6;10.6;8.8;0
2710;From 45 to 54 years;Romania;Females;Fifth quintile;6.8999999999999995;47.4;45.8;2
2711;From 45 to 54 years;Romania;Females;First quintile;9.1;43.9;47.1;2
2712;From 45 to 54 years;Romania;Females;Fourth quintile;6.8999999999999995;46.3;46.8;2
2713;From 45 to 54 years;Romania;Females;Second quintile;7.8;44.0;48.3;2
2714;From 45 to 54 years;Romania;Females;Third quintile;5.4;44.2;50.4;2
2720;From 45 to 54 years;Romania;Males;Fifth quintile;36.5;14.8;48.800000000000004;3
2721;From 45 to 54 years;Romania;Males;First quintile;52.599999999999994;13.5;33.8;0
2722;From 45 to 54 years;Romania;Males;Fourth quintile;43.4;12.9;43.7;0
2723;From 45 to 54 years;Romania;Males;Second quintile;47.6;17.7;34.6;0
2724;From 45 to 54 years;Romania;Males;Third quintile;45.3;16.4;38.3;0
2740;From 45 to 54 years;Slovakia;Females;Fifth quintile;12.1;31.4;56.5;3
2741;From 45 to 54 years;Slovakia;Females;First quintile;10.600000000000001;41.7;47.6;2
2742;From 45 to 54 years;Slovakia;Females;Fourth quintile;7.0;30.0;63.1;3
2743;From 45 to 54 years;Slovakia;Females;Second quintile;12.3;31.2;56.5;3
2744;From 45 to 54 years;Slovakia;Females;Third quintile;6.5;25.7;67.80000000000001;3
2750;From 45 to 54 years;Slovakia;Males;Fifth quintile;36.7;8.2;55.2;3
2751;From 45 to 54 years;Slovakia;Males;First quintile;31.0;17.7;51.2;3
2752;From 45 to 54 years;Slovakia;Males;Fourth quintile;37.3;13.2;49.400000000000006;3
2753;From 45 to 54 years;Slovakia;Males;Second quintile;38.5;16.4;45.2;3
2754;From 45 to 54 years;Slovakia;Males;Third quintile;37.9;15.4;46.699999999999996;3
2760;From 45 to 54 years;Slovenia;Females;Fifth quintile;32.800000000000004;18.7;48.5;3
2761;From 45 to 54 years;Slovenia;Females;First quintile;11.6;49.0;39.4;2
2762;From 45 to 54 years;Slovenia;Females;Fourth quintile;26.1;21.5;52.3;3
2763;From 45 to 54 years;Slovenia;Females;Second quintile;14.9;34.7;50.4;2
2764;From 45 to 54 years;Slovenia;Females;Third quintile;18.6;24.2;57.2;3
2770;From 45 to 54 years;Slovenia;Males;Fifth quintile;61.1;13.7;25.200000000000003;0
2771;From 45 to 54 years;Slovenia;Males;First quintile;58.6;17.4;23.9;0
2772;From 45 to 54 years;Slovenia;Males;Fourth quintile;46.3;15.3;38.3;0
2773;From 45 to 54 years;Slovenia;Males;Second quintile;54.400000000000006;16.9;28.7;0
2774;From 45 to 54 years;Slovenia;Males;Third quintile;48.5;13.8;37.7;0
2780;From 45 to 54 years;Spain;Females;Fifth quintile;44.099999999999994;22.5;33.5;0
2781;From 45 to 54 years;Spain;Females;First quintile;23.8;46.5;29.7;2
2782;From 45 to 54 years;Spain;Females;Fourth quintile;38.099999999999994;26.9;34.900000000000006;0
2783;From 45 to 54 years;Spain;Females;Second quintile;20.9;43.3;35.8;2
2784;From 45 to 54 years;Spain;Females;Third quintile;33.4;34.7;31.9;2
2790;From 45 to 54 years;Spain;Males;Fifth quintile;69.4;9.0;21.5;0
2791;From 45 to 54 years;Spain;Males;First quintile;48.9;27.7;23.5;0
2792;From 45 to 54 years;Spain;Males;Fourth quintile;56.4;14.6;28.900000000000002;0
2793;From 45 to 54 years;Spain;Males;Second quintile;59.9;20.0;20.1;0
2794;From 45 to 54 years;Spain;Males;Third quintile;62.199999999999996;16.4;21.4;0
2800;From 45 to 54 years;Sweden;Females;Fifth quintile;56.4;6.8;36.8;0
2801;From 45 to 54 years;Sweden;Females;First quintile;26.8;29.6;43.6;2
2802;From 45 to 54 years;Sweden;Females;Fourth quintile;40.3;9.6;50.099999999999994;3
2803;From 45 to 54 years;Sweden;Females;Second quintile;34.900000000000006;31.8;33.3;2
2804;From 45 to 54 years;Sweden;Females;Third quintile;30.6;15.2;54.2;3
2810;From 45 to 54 years;Sweden;Males;Fifth quintile;62.800000000000004;4.3;32.8;0
2811;From 45 to 54 years;Sweden;Males;First quintile;28.0;19.6;52.400000000000006;3
2812;From 45 to 54 years;Sweden;Males;Fourth quintile;52.5;7.4;40.1;0
2813;From 45 to 54 years;Sweden;Males;Second quintile;36.300000000000004;34.2;29.599999999999998;2
2814;From 45 to 54 years;Sweden;Males;Third quintile;39.1;11.8;49.2;3
2820;From 45 to 54 years;Türkiye;Females;Fifth quintile;0.2;89.9;9.8;1
2821;From 45 to 54 years;Türkiye;Females;First quintile;0.0;97.5;2.5;1
2822;From 45 to 54 years;Türkiye;Females;Fourth quintile;0.7;96.0;3.4;1
2823;From 45 to 54 years;Türkiye;Females;Second quintile;0.2;96.9;3.0;1
2824;From 45 to 54 years;Türkiye;Females;Third quintile;0.2;95.7;4.2;1
2830;From 45 to 54 years;Türkiye;Males;Fifth quintile;11.0;68.5;20.5;1
2831;From 45 to 54 years;Türkiye;Males;First quintile;6.4;79.8;13.8;1
2832;From 45 to 54 years;Türkiye;Males;Fourth quintile;5.7;74.0;20.2;1
2833;From 45 to 54 years;Türkiye;Males;Second quintile;7.4;76.1;16.5;1
2834;From 45 to 54 years;Türkiye;Males;Third quintile;11.7;70.8;17.5;1
2840;From 45 to 54 years;United Kingdom;Females;Fifth quintile;68.4;4.8;26.8;0
2841;From 45 to 54 years;United Kingdom;Females;First quintile;37.1;29.9;33.0;2
2842;From 45 to 54 years;United Kingdom;Females;Fourth quintile;54.0;13.0;32.9;0
2843;From 45 to 54 years;United Kingdom;Females;Second quintile;41.0;20.3;38.8;0
2844;From 45 to 54 years;United Kingdom;Females;Third quintile;51.5;17.7;30.8;0
2845;From 45 to 54 years;United Kingdom;Males;Fifth quintile;80.1;3.4;16.5;0
2846;From 45 to 54 years;United Kingdom;Males;First quintile;45.7;27.2;27.1;0
2847;From 45 to 54 years;United Kingdom;Males;Fourth quintile;70.5;6.5;23.0;0
